@id,@type,name,@lat,@lon
999660395,node,セブン-イレブン,35.5699102,139.5533714
1002304139,node,ファミリーマート,35.5232678,139.6921771
1002308837,node,セブン-イレブン,35.5236587,139.6917995
1003338793,node,セブン-イレブン,35.7184630,139.7511626
1007480374,node,ローソン,35.6121944,139.5783655
1010506817,node,セブン-イレブン,35.6509290,139.6149217
1012997959,node,ミニストップ,35.7503396,139.6238053
1014557791,node,ファミリーマート,35.6953800,139.6249274
1020485728,node,セブン-イレブン,35.7037763,139.6222859
1028115596,node,ローソン,35.7341092,139.7117318
1028198937,node,ファミリーマート,35.7366732,139.7099490
1028199658,node,セブン-イレブン,35.7327424,139.7104544
1028199672,node,ファミリーマート,35.7320705,139.7110266
1030783050,node,ローソン,35.6409636,139.6687336
1032445438,node,LAWSON Store 100,35.6149906,139.6770536
1035471764,node,セブン-イレブン,35.6592111,139.5886185
1035893437,node,セブン-イレブン,35.7530644,139.5512763
1038845011,node,セブン-イレブン,35.6817724,139.8276496
1056612136,node,ローソン,35.6450876,139.6504640
1056633184,node,セブン-イレブン,35.6459039,139.6536531
1056817287,node,ファミリーマート,35.6318810,139.6593162
1059139089,node,セブン-イレブン,35.6325800,139.6690868
1059175631,node,ローソン,35.6385429,139.6733147
1059253238,node,ミニストップ,35.6315171,139.6616730
1059667222,node,スリーエフ 等々力8丁目店,35.6140922,139.6485061
1059728289,node,スリーエフ,35.6085960,139.6478740
1060524444,node,ファミリーマート,35.7542939,139.7376775
1061365631,node,セブン-イレブン,35.5982661,139.6491020
1061369920,node,スリーエフ,35.5989859,139.6498408
1061707420,node,ファミリーマート,35.6089980,139.6474894
1064998036,node,セブン-イレブン,35.8592018,139.6222163
1065000568,node,ファミリーマート,35.8571849,139.6534976
